T,T1,code,name,boards,theme,rank,fb,yizi,amt,amt_rank_layer,n_same_theme_tier,n_theme_ge2,first_seal_sec,seal_rank_theme,anchor_type,down_h,dead_h,is_anchor,cont,score,pts_rank,pts_seal_time,pts_seal_rank,pts_is_anchor,pts_yizi,pts_down_h,pts_anchor_type,pts_theme_compete,pts_amt_rank,score_rank,quintile
2026-06-30,2026-07-01,000017,深中华A,2,黄金,31,0,0,1.8,14,1,1,15243,1,anchor_two,2,3,0,0,52.21,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,247,5
2026-06-30,2026-07-01,001229,魅视科技,2,物理AI,15,1,0,1.23,16,1,1,282,1,anchor_two,2,3,0,0,52.21,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,248,5
2026-06-30,2026-07-01,001237,惠康科技,2,家电,15,1,0,7.41,8,1,1,5994,1,anchor_two,2,3,0,0,52.21,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,249,5
2026-06-30,2026-07-01,002638,勤上股份,2,LED,31,0,0,0.95,17,1,1,36,1,anchor_two,2,3,0,0,52.21,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,250,5
2026-06-30,2026-07-01,600113,浙江东日,2,零售,31,0,0,3.58,12,1,1,211,1,anchor_two,2,3,0,1,52.21,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,251,5
2026-06-30,2026-07-01,600363,联创光电,2,核电,31,0,0,13.71,6,1,1,6344,1,anchor_two,2,3,0,0,52.21,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,252,5
2026-06-30,2026-07-01,603950,长源东谷,2,发电机,31,0,0,3.94,11,1,1,107,1,anchor_two,2,3,0,0,52.21,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,253,5
2026-06-30,2026-07-01,603983,丸美生物,2,美容护理,31,0,0,4.19,10,1,1,2783,1,anchor_two,2,3,0,0,52.21,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,254,5
2026-07-09,2026-07-10,002677,浙江美大,2,家电,18,0,0,1.08,4,1,1,678,1,anchor_two,2,3,0,0,52.21,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,255,5
2026-06-09,2026-06-10,603186,华正新材,2,通信,1,27,0,28.11,1,2,3,5771,2,anchor_reorg,2,6,0,0,51.76,8.82,0.0,8.09,2.21,8.24,2.06,10.0,6.18,6.18,256,5
2026-03-05,2026-03-06,002877,智能自控,2,人工智能,6,2,0,4.0,4,2,2,-300,1,anchor_nat_yizi,2,4,0,0,51.47,3.97,0.0,14.71,2.21,8.24,2.06,10.59,6.18,3.53,257,5
2026-04-29,2026-04-30,603629,利通电子,2,算力,4,4,0,18.83,1,3,3,97,1,anchor_nat_yizi,2,5,0,0,51.47,3.97,0.0,14.71,2.21,8.24,2.06,10.59,3.53,6.18,258,5
2026-07-28,2026-07-29,603358,华达科技,2,机器人概念,9,1,0,1.54,9,2,2,64,1,anchor_reorg,2,5,0,0,49.12,2.21,0.0,14.71,2.21,8.24,2.06,10.0,6.18,3.53,259,5
2026-06-30,2026-07-01,002407,多氟多,2,芯片,1,29,0,93.93,1,5,6,108,2,anchor_two,2,3,1,1,48.68,8.82,0.0,8.09,8.82,8.24,2.06,2.94,3.53,6.18,260,5
2025-11-10,2025-11-11,300437,清水源,3,化工,6,3,0,13.46,1,2,3,19596,3,anchor_nat_yizi,3,9,0,0,48.38,3.97,0.0,5.15,2.21,8.24,5.88,10.59,6.18,6.18,261,5
2026-02-25,2026-02-26,002811,郑中设计,2,AI应用,3,5,0,3.38,10,2,2,2385,2,anchor_nat_yizi,2,4,0,0,48.38,7.5,0.0,8.09,2.21,8.24,2.06,10.59,6.18,3.53,262,5
2026-07-01,2026-07-02,002738,中矿资源,2,锂电池,23,1,0,12.73,8,2,2,54,1,anchor_nat_yizi,2,3,0,0,48.38,0.88,0.0,14.71,2.21,8.24,2.06,10.59,6.18,3.53,263,5
2026-02-26,2026-02-27,600078,澄星股份,3,化工,14,1,0,6.58,1,2,2,-254,2,anchor_nat_yizi,3,4,0,0,48.24,0.88,0.0,8.09,2.21,8.24,5.88,10.59,6.18,6.18,264,5
2026-06-03,2026-06-04,600121,郑州煤电,3,煤炭,24,0,0,15.42,1,2,2,17371,2,anchor_nat_yizi,3,3,0,0,48.24,0.88,0.0,8.09,2.21,8.24,5.88,10.59,6.18,6.18,265,5
2026-01-30,2026-02-02,000995,皇台酒业,2,酿酒,16,0,0,6.73,2,2,2,6,2,anchor_nat_yizi,2,8,0,1,47.06,0.88,0.0,8.09,2.21,8.24,2.06,10.59,6.18,8.82,266,5
2025-12-24,2025-12-25,603163,圣晖集成,3,洁净室,9,1,0,2.9,4,2,2,-250,2,anchor_nat_yizi,3,5,0,1,46.91,2.21,0.0,8.09,2.21,8.24,5.88,10.59,6.18,3.53,267,5
2026-02-12,2026-02-13,605287,德才股份,4,AI应用,11,1,0,18.01,1,2,2,16950,2,anchor_nat_yizi,4,4,0,0,46.76,0.88,0.0,8.09,2.21,8.24,4.41,10.59,6.18,6.18,268,5
2026-04-29,2026-04-30,603317,天味食品,2,一季报增长,1,34,0,8.68,6,2,3,622,3,anchor_nat_yizi,2,5,0,0,46.76,8.82,0.0,5.15,2.21,8.24,2.06,10.59,6.18,3.53,269,5
2026-06-17,2026-06-18,002080,中材科技,3,通信,2,14,0,66.99,1,7,8,906,7,anchor_nat_yizi,3,4,0,0,46.32,7.5,0.0,2.21,2.21,8.24,5.88,10.59,3.53,6.18,270,5
2026-01-14,2026-01-15,002131,利欧股份,4,人工智能,1,25,0,59.45,1,4,10,48,4,anchor_nat_yizi,4,13,0,0,46.18,8.82,0.0,2.21,2.21,8.24,4.41,10.59,3.53,6.18,271,5
2026-05-27,2026-05-28,002251,步步高,2,零售,21,0,0,12.27,2,2,2,6522,1,anchor_two,2,3,0,0,46.03,0.88,0.0,14.71,2.21,8.24,2.06,2.94,6.18,8.82,272,5
2026-01-15,2026-01-16,002446,盛路通信,2,商业航天,8,1,0,39.45,1,2,2,3690,2,anchor_nat_yizi,2,5,0,0,45.74,2.21,0.0,8.09,2.21,8.24,2.06,10.59,6.18,6.18,273,5
2026-07-20,2026-07-21,600744,华银电力,2,电力,1,12,0,11.26,1,5,6,300,3,anchor_two,2,3,1,1,45.74,8.82,0.0,5.15,8.82,8.24,2.06,2.94,3.53,6.18,274,5
2026-06-24,2026-06-25,002167,东方锆业,4,非金属材料,10,1,0,61.79,1,2,3,12939,3,anchor_nat_yizi,4,5,0,0,45.15,2.21,0.0,5.15,2.21,8.24,4.41,10.59,6.18,6.18,275,5
2026-03-31,2026-04-01,000592,平潭发展,2,海峡两岸,9,2,0,55.7,1,2,2,408,2,anchor_two,2,5,1,0,44.71,2.21,0.0,8.09,8.82,8.24,2.06,2.94,6.18,6.18,276,5
2025-12-12,2025-12-15,600343,航天动力,2,商业航天,1,13,0,59.53,1,4,5,5109,4,anchor_nat_yizi,2,5,0,0,43.82,8.82,0.0,2.21,2.21,8.24,2.06,10.59,3.53,6.18,277,5
2026-01-26,2026-01-27,000630,铜陵有色,2,黄金,1,9,0,82.57,1,5,6,2952,6,anchor_nat_yizi,2,18,0,0,43.82,8.82,0.0,2.21,2.21,8.24,2.06,10.59,3.53,6.18,278,5
2026-02-25,2026-02-26,600096,云天化,2,化工,1,12,0,73.78,1,7,7,2170,6,anchor_nat_yizi,2,4,0,0,43.82,8.82,0.0,2.21,2.21,8.24,2.06,10.59,3.53,6.18,279,5
2026-04-29,2026-04-30,002081,金螳螂,2,芯片,9,2,0,16.27,2,3,3,1089,3,anchor_nat_yizi,2,5,0,1,42.79,2.21,0.0,5.15,2.21,8.24,2.06,10.59,3.53,8.82,280,5
2026-03-05,2026-03-06,300265,通光线缆,2,智能电网,2,5,0,32.8,1,4,4,246,4,anchor_nat_yizi,2,4,0,0,42.5,7.5,0.0,2.21,2.21,8.24,2.06,10.59,3.53,6.18,281,5
2026-03-12,2026-03-13,601016,节能风电,2,储能,4,3,0,34.7,2,2,2,509,2,anchor_two,2,4,0,0,42.5,3.97,0.0,8.09,2.21,8.24,2.06,2.94,6.18,8.82,282,5
2026-07-01,2026-07-02,600641,先导基电,2,芯片,2,16,0,54.71,1,5,6,1855,5,anchor_nat_yizi,2,3,0,1,42.5,7.5,0.0,2.21,2.21,8.24,2.06,10.59,3.53,6.18,283,5
2026-03-02,2026-03-03,600259,中稀有色,2,稀土永磁,19,0,0,30.76,4,2,2,19046,2,anchor_nat_yizi,2,4,0,0,41.76,0.88,0.0,8.09,2.21,8.24,2.06,10.59,6.18,3.53,284,5
2026-07-10,2026-07-13,000892,欢瑞世纪,2,AI应用,6,4,0,5.75,3,2,2,2010,2,anchor_two,2,3,0,0,41.62,3.97,0.0,8.09,2.21,8.24,2.06,2.94,6.18,7.94,285,5
2026-05-26,2026-05-27,600584,长电科技,2,芯片,7,2,0,287.85,1,3,3,18856,3,anchor_nat_yizi,2,4,0,0,40.15,2.21,0.0,5.15,2.21,8.24,2.06,10.59,3.53,6.18,286,5
2026-01-15,2026-01-16,002264,新华都,2,人工智能,8,1,0,18.95,2,5,7,2958,7,anchor_nat_yizi,2,5,0,0,39.85,2.21,0.0,2.21,2.21,8.24,2.06,10.59,3.53,8.82,287,5
2026-03-02,2026-03-03,000960,锡业股份,2,有色金属,7,2,0,61.9,2,5,5,15387,5,anchor_nat_yizi,2,4,0,0,39.85,2.21,0.0,2.21,2.21,8.24,2.06,10.59,3.53,8.82,288,5
2026-01-26,2026-01-27,002506,协鑫集成,2,光伏,11,1,0,13.58,5,3,3,-300,2,anchor_nat_yizi,2,18,0,0,39.12,0.88,0.0,8.09,2.21,8.24,2.06,10.59,3.53,3.53,289,5
2026-06-09,2026-06-10,688207,格灵深瞳,2,物理AI,15,1,0,9.35,5,2,3,3582,3,anchor_reorg,2,6,0,0,38.24,0.88,0.0,5.15,2.21,8.24,2.06,10.0,6.18,3.53,290,5
2026-06-01,2026-06-02,600011,华能国际,2,电力,19,1,0,66.15,1,4,5,19575,5,anchor_nat_yizi,2,5,0,0,35.88,0.88,0.0,2.21,2.21,8.24,2.06,10.59,3.53,6.18,291,5
2026-03-11,2026-03-12,600726,华电能源,2,电力,8,1,0,13.02,4,2,2,16429,2,anchor_two,2,5,0,1,35.44,2.21,0.0,8.09,2.21,8.24,2.06,2.94,6.18,3.53,292,5
2026-06-30,2026-07-01,000566,海南海药,2,医药,15,1,0,8.94,7,2,2,18699,2,anchor_two,2,3,0,1,34.12,0.88,0.0,8.09,2.21,8.24,2.06,2.94,6.18,3.53,293,5
