definition,filters,n,wins,rate,half1,half2,notes
promote,one_price_today & NOT boards_ge5 & NOT is_fanbao,434,297,0.6843,197/286=68.9%,100/148=67.6%,yizi_today=100%_not_buyable | wins_are_yizi_next=53% | yizi_today=100.0% | yizi_next_all=36.2% | height{2:235;3:141;4:58} | themes=65 | dates=181
promote,one_price_today & NOT boards_ge5,444,303,0.6824,199/289=68.9%,104/155=67.1%,yizi_today=100%_not_buyable | wins_are_yizi_next=52% | yizi_today=100.0% | yizi_next_all=35.6% | height{2:245;3:141;4:58} | themes=65 | dates=182
promote,one_price_today & NOT boards_ge5 & NOT opened,444,303,0.6824,199/289=68.9%,104/155=67.1%,yizi_today=100%_not_buyable | wins_are_yizi_next=52% | yizi_today=100.0% | yizi_next_all=35.6% | height{2:245;3:141;4:58} | themes=65 | dates=182
promote,one_price_today & NOT theme_alive_own & NOT href_le1,50,34,0.6800,16/28=57.1%,18/22=81.8%,yizi_today=100%_not_buyable | wins_are_yizi_next=59% | yizi_today=100.0% | yizi_next_all=40.0% | height{2:32;3:16;4:2} | themes=26 | dates=46
promote,one_price_today & NOT boards_ge5 & NOT own_baoliang,409,278,0.6797,185/270=68.5%,93/139=66.9%,yizi_today=100%_not_buyable | wins_are_yizi_next=52% | yizi_today=100.0% | yizi_next_all=35.2% | height{2:245;3:117;4:47} | themes=65 | dates=177
promote,NOT leader_absent & boards_ge5 & NOT opened,78,53,0.6795,36/48=75.0%,17/30=56.7%,yizi_today=69%_not_buyable | wins_are_yizi_next=55% | yizi_today=69.2% | yizi_next_all=37.2% | height{5:33;6:14;7:11;8:8;9:4;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1} | themes=22 | dates=59
promote,NOT leader_absent & one_price_today & is_new_high,43,29,0.6744,19/24=79.2%,10/19=52.6%,yizi_today=100%_not_buyable | wins_are_yizi_next=62% | yizi_today=100.0% | yizi_next_all=41.9% | height{3:3;4:4;5:12;6:5;7:6;8:3;9:2;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1} | themes=17 | dates=42
promote,boards_ge5 & NOT opened & NOT is_fanbao,95,64,0.6737,47/66=71.2%,17/29=58.6%,yizi_today=68%_not_buyable | wins_are_yizi_next=56% | yizi_today=68.4% | yizi_next_all=37.9% | height{5:41;6:19;7:12;8:8;9:4;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=23 | dates=69
promote,leader_baoliang & one_price_today,235,158,0.6723,106/154=68.8%,52/81=64.2%,yizi_today=100%_not_buyable | wins_are_yizi_next=51% | yizi_today=100.0% | yizi_next_all=34.0% | height{2:107;3:71;4:30;5:8;6:6;7:3;8:3;9:2;10:1;13:1;14:1;16:1;17:1} | themes=50 | dates=94
promote,one_price_today & boards_ge4 & href0,70,47,0.6714,29/41=70.7%,18/29=62.1%,yizi_today=100%_not_buyable | wins_are_yizi_next=66% | yizi_today=100.0% | yizi_next_all=44.3% | height{4:24;5:14;6:9;7:7;8:3;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=22 | dates=67
promote,NOT theme_alive_own & one_price_today,76,51,0.6711,26/43=60.5%,25/33=75.8%,yizi_today=100%_not_buyable | wins_are_yizi_next=57% | yizi_today=100.0% | yizi_next_all=38.2% | height{2:39;3:22;4:10;5:1;6:3;7:1} | themes=32 | dates=65
promote,one_price_today & NOT theme_alive_own & NOT opened,76,51,0.6711,26/43=60.5%,25/33=75.8%,yizi_today=100%_not_buyable | wins_are_yizi_next=57% | yizi_today=100.0% | yizi_next_all=38.2% | height{2:39;3:22;4:10;5:1;6:3;7:1} | themes=32 | dates=65
promote,one_price_today & NOT theme_alive_own & NOT is_fanbao,76,51,0.6711,26/43=60.5%,25/33=75.8%,yizi_today=100%_not_buyable | wins_are_yizi_next=57% | yizi_today=100.0% | yizi_next_all=38.2% | height{2:39;3:22;4:10;5:1;6:3;7:1} | themes=32 | dates=65
promote,one_price_today & is_new_high & NOT is_fanbao,91,61,0.6703,39/52=75.0%,22/39=56.4%,yizi_today=100%_not_buyable | wins_are_yizi_next=57% | yizi_today=100.0% | yizi_next_all=38.5% | height{2:3;3:19;4:24;5:13;6:9;7:7;8:3;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=28 | dates=81
promote,one_price_today & is_new_high & NOT own_baoliang,66,44,0.6667,27/37=73.0%,17/29=58.6%,yizi_today=100%_not_buyable | wins_are_yizi_next=55% | yizi_today=100.0% | yizi_next_all=36.4% | height{2:3;3:15;4:18;5:13;6:5;7:5;8:1;10:2;11:1;12:1;14:1;15:1} | themes=27 | dates=60
promote,one_price_today & NOT is_new_high & NOT theme_alive_own,60,40,0.6667,19/32=59.4%,21/28=75.0%,yizi_today=100%_not_buyable | wins_are_yizi_next=57% | yizi_today=100.0% | yizi_next_all=38.3% | height{2:38;3:18;4:3;5:1} | themes=27 | dates=53
promote,leader_absent & one_price_today & theme_alive_own,155,103,0.6645,73/101=72.3%,30/54=55.6%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=32.3% | height{2:78;3:42;4:23;5:5;6:3;7:1;10:2;14:1} | themes=39 | dates=67
promote,NOT opened & boards_ge5,98,65,0.6633,47/66=71.2%,18/32=56.2%,yizi_today=68%_not_buyable | wins_are_yizi_next=57% | yizi_today=68.4% | yizi_next_all=37.8% | height{5:44;6:19;7:12;8:8;9:4;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=24 | dates=71
promote,unopened & boards_ge5,98,65,0.6633,47/66=71.2%,18/32=56.2%,yizi_today=68%_not_buyable | wins_are_yizi_next=57% | yizi_today=68.4% | yizi_next_all=37.8% | height{5:44;6:19;7:12;8:8;9:4;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=24 | dates=71
promote,leader_absent & one_price_today & href_le1,95,63,0.6632,44/60=73.3%,19/35=54.3%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=29.5% | height{2:33;3:27;4:23;5:4;6:4;7:1;10:2;14:1} | themes=30 | dates=56
promote,is_new_high & one_price_today,92,61,0.6630,39/52=75.0%,22/40=55.0%,yizi_today=100%_not_buyable | wins_are_yizi_next=57% | yizi_today=100.0% | yizi_next_all=38.0% | height{2:3;3:19;4:24;5:14;6:9;7:7;8:3;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=29 | dates=82
promote,one_price_today & is_new_high & NOT opened,92,61,0.6630,39/52=75.0%,22/40=55.0%,yizi_today=100%_not_buyable | wins_are_yizi_next=57% | yizi_today=100.0% | yizi_next_all=38.0% | height{2:3;3:19;4:24;5:14;6:9;7:7;8:3;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=29 | dates=82
promote,one_price_today & is_new_high & href_le1,92,61,0.6630,39/52=75.0%,22/40=55.0%,yizi_today=100%_not_buyable | wins_are_yizi_next=57% | yizi_today=100.0% | yizi_next_all=38.0% | height{2:3;3:19;4:24;5:14;6:9;7:7;8:3;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=29 | dates=82
promote,height_new_high & one_price_today,80,53,0.6625,49/71=69.0%,4/9=44.4%,yizi_today=100%_not_buyable | wins_are_yizi_next=64% | yizi_today=100.0% | yizi_next_all=42.5% | height{2:37;3:19;4:7;5:1;6:2;7:2;8:3;9:4;10:1;14:1;15:1;16:1;17:1} | themes=25 | dates=21
promote,one_price_today & NOT is_fanbao & href_le1,151,100,0.6623,68/93=73.1%,32/58=55.2%,yizi_today=100%_not_buyable | wins_are_yizi_next=52% | yizi_today=100.0% | yizi_next_all=34.4% | height{2:32;3:39;4:31;5:17;6:9;7:7;8:3;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=35 | dates=108
promote,one_price_today & theme_alive_own & href_le1,127,84,0.6614,59/79=74.7%,25/48=52.1%,yizi_today=100%_not_buyable | wins_are_yizi_next=51% | yizi_today=100.0% | yizi_next_all=33.9% | height{2:26;3:33;4:23;5:17;6:6;7:6;8:3;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=31 | dates=95
promote,one_price_today & href_le1,153,101,0.6601,69/94=73.4%,32/59=54.2%,yizi_today=100%_not_buyable | wins_are_yizi_next=51% | yizi_today=100.0% | yizi_next_all=34.0% | height{2:33;3:39;4:31;5:18;6:9;7:7;8:3;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=36 | dates=109
promote,one_price_today & NOT opened & href_le1,153,101,0.6601,69/94=73.4%,32/59=54.2%,yizi_today=100%_not_buyable | wins_are_yizi_next=51% | yizi_today=100.0% | yizi_next_all=34.0% | height{2:33;3:39;4:31;5:18;6:9;7:7;8:3;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=36 | dates=109
promote,theme_alive_own & boards_ge5 & NOT opened,88,58,0.6591,44/62=71.0%,14/26=53.8%,yizi_today=70%_not_buyable | wins_are_yizi_next=59% | yizi_today=70.5% | yizi_next_all=38.6% | height{5:41;6:15;7:10;8:7;9:4;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=23 | dates=65
promote,one_price_today & is_new_high & theme_alive_own,76,50,0.6579,32/41=78.0%,18/35=51.4%,yizi_today=100%_not_buyable | wins_are_yizi_next=58% | yizi_today=100.0% | yizi_next_all=38.2% | height{2:2;3:15;4:17;5:14;6:6;7:6;8:3;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=24 | dates=71
promote,is_sub_high & one_price_today,61,40,0.6557,30/42=71.4%,10/19=52.6%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=27.9% | height{2:30;3:20;4:7;5:4} | themes=24 | dates=42
promote,one_price_today & NOT is_new_high & href_le1,61,40,0.6557,30/42=71.4%,10/19=52.6%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=27.9% | height{2:30;3:20;4:7;5:4} | themes=24 | dates=42
promote,NOT leader_absent & one_price_today & href_le1,58,38,0.6552,25/34=73.5%,13/24=54.2%,yizi_today=100%_not_buyable | wins_are_yizi_next=63% | yizi_today=100.0% | yizi_next_all=41.4% | height{3:12;4:8;5:14;6:5;7:6;8:3;9:2;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1} | themes=22 | dates=53
promote,leader_absent & one_price_today & is_new_high,49,32,0.6531,20/28=71.4%,12/21=57.1%,yizi_today=100%_not_buyable | wins_are_yizi_next=53% | yizi_today=100.0% | yizi_next_all=34.7% | height{2:3;3:16;4:20;5:2;6:4;7:1;10:2;14:1} | themes=23 | dates=40
promote,one_price_today & NOT theme_alive_own & NOT own_baoliang,69,45,0.6522,21/37=56.8%,24/32=75.0%,yizi_today=100%_not_buyable | wins_are_yizi_next=58% | yizi_today=100.0% | yizi_next_all=37.7% | height{2:39;3:18;4:9;5:1;6:2} | themes=31 | dates=61
promote,one_price_today & NOT theme_alive_own & NOT boards_ge5,71,46,0.6479,24/41=58.5%,22/30=73.3%,yizi_today=100%_not_buyable | wins_are_yizi_next=59% | yizi_today=100.0% | yizi_next_all=38.0% | height{2:39;3:22;4:10} | themes=32 | dates=62
promote,one_price_today & NOT own_baoliang & href_le1,119,77,0.6471,52/73=71.2%,25/46=54.3%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=31.1% | height{2:33;3:29;4:25;5:15;6:5;7:5;8:1;10:2;11:1;12:1;14:1;15:1} | themes=34 | dates=84
promote,boards_ge5 & NOT own_baoliang & NOT href_le1,31,20,0.6452,17/28=60.7%,3/3=100.0%,wins_are_yizi_next=50% | yizi_today=41.9% | yizi_next_all=32.3% | height{5:20;6:7;7:2;8:2} | themes=17 | dates=18
promote,leader_absent & one_price_today & NOT is_fanbao,190,122,0.6421,84/125=67.2%,38/65=58.5%,yizi_today=100%_not_buyable | wins_are_yizi_next=50% | yizi_today=100.0% | yizi_next_all=32.1% | height{2:97;3:50;4:30;5:5;6:4;7:1;10:2;14:1} | themes=48 | dates=77
promote,theme_alive & one_price_today,148,95,0.6419,47/71=66.2%,48/77=62.3%,yizi_today=100%_not_buyable | wins_are_yizi_next=52% | yizi_today=100.0% | yizi_next_all=33.1% | height{2:69;3:41;4:26;5:4;6:4;7:1;10:2;14:1} | themes=41 | dates=66
promote,boards_ge5 & NOT opened & NOT own_baoliang,67,43,0.6418,29/43=67.4%,14/24=58.3%,yizi_today=67%_not_buyable | wins_are_yizi_next=56% | yizi_today=67.2% | yizi_next_all=35.8% | height{5:34;6:13;7:9;8:5;10:2;11:1;12:1;14:1;15:1} | themes=23 | dates=52
promote,leader_absent & one_price_today,192,123,0.6406,85/126=67.5%,38/66=57.6%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=31.8% | height{2:99;3:50;4:30;5:5;6:4;7:1;10:2;14:1} | themes=48 | dates=77
promote,one_price_today & lag0,192,123,0.6406,85/126=67.5%,38/66=57.6%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=31.8% | height{2:99;3:50;4:30;5:5;6:4;7:1;10:2;14:1} | themes=48 | dates=77
promote,leader_absent & one_price_today & NOT opened,192,123,0.6406,85/126=67.5%,38/66=57.6%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=31.8% | height{2:99;3:50;4:30;5:5;6:4;7:1;10:2;14:1} | themes=48 | dates=77
promote,leader_absent & one_price_today & NOT is_new_high,143,91,0.6364,65/98=66.3%,26/45=57.8%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=30.8% | height{2:96;3:34;4:10;5:3} | themes=47 | dates=65
promote,theme_alive_own & boards_ge5 & NOT href_le1,44,28,0.6364,24/40=60.0%,4/4=100.0%,wins_are_yizi_next=54% | yizi_today=38.6% | yizi_next_all=34.1% | height{5:28;6:9;7:2;8:3;9:2} | themes=19 | dates=25
promote,is_new_high & boards_ge5 & NOT opened,63,40,0.6349,25/36=69.4%,15/27=55.6%,yizi_today=73%_not_buyable | wins_are_yizi_next=60% | yizi_today=73.0% | yizi_next_all=38.1% | height{5:20;6:14;7:10;8:6;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=19 | dates=62
promote,leader_absent & one_price_today & NOT boards_ge5,179,113,0.6313,76/114=66.7%,37/65=56.9%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=29.6% | height{2:99;3:50;4:30} | themes=48 | dates=77
promote,one_price_today & NOT boards_ge5 & href_le1,103,65,0.6311,44/61=72.1%,21/42=50.0%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=27.2% | height{2:33;3:39;4:31} | themes=31 | dates=62
promote,leader_absent & one_price_today & NOT own_baoliang,167,105,0.6287,74/112=66.1%,31/55=56.4%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=30.5% | height{2:99;3:37;4:23;5:4;6:2;7:1;10:1} | themes=48 | dates=74
promote,height_drop & one_price_today,128,80,0.6250,55/82=67.1%,25/46=54.3%,yizi_today=100%_not_buyable | wins_are_yizi_next=51% | yizi_today=100.0% | yizi_next_all=32.0% | height{2:66;3:33;4:19;5:4;6:3;7:1;10:2} | themes=41 | dates=53
promote,boards_ge5 & NOT opened & href_le1,72,45,0.6250,29/42=69.0%,16/30=53.3%,yizi_today=69%_not_buyable | wins_are_yizi_next=56% | yizi_today=69.4% | yizi_next_all=34.7% | height{5:29;6:14;7:10;8:6;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=22 | dates=66
promote,leader_absent & one_price_today & NOT href_le1,97,60,0.6186,41/66=62.1%,19/31=61.3%,yizi_today=100%_not_buyable | wins_are_yizi_next=55% | yizi_today=100.0% | yizi_next_all=34.0% | height{2:66;3:23;4:7;5:1} | themes=42 | dates=48
promote,one_price_today & is_new_high & NOT boards_ge5,46,28,0.6087,16/22=72.7%,12/24=50.0%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=26.1% | height{2:3;3:19;4:24} | themes=24 | dates=36
promote,one_price_today & same_theme_baoliang,53,32,0.6038,26/36=72.2%,6/17=35.3%,yizi_today=100%_not_buyable | wins_are_yizi_next=66% | yizi_today=100.0% | yizi_next_all=39.6% | height{2:12;3:13;4:9;5:3;6:5;7:2;8:2;9:2;10:1;13:1;14:1;16:1;17:1} | themes=16 | dates=40
promote,NOT leader_absent & boards_ge5 & NOT href_le1,44,26,0.5909,22/40=55.0%,4/4=100.0%,wins_are_yizi_next=54% | yizi_today=36.4% | yizi_next_all=31.8% | height{5:28;6:9;7:2;8:3;9:2} | themes=21 | dates=24
promote,NOT is_new_high & boards_ge5 & NOT own_baoliang,39,23,0.5897,19/33=57.6%,4/6=66.7%,yizi_today=38.5% | yizi_next_all=25.6% | height{5:27;6:7;7:3;8:2} | themes=20 | dates=24
promote,NOT is_new_high & theme_alive_own & boards_ge5,56,33,0.5893,29/51=56.9%,4/5=80.0%,yizi_today=35.7% | yizi_next_all=28.6% | height{5:38;6:10;7:3;8:3;9:2} | themes=21 | dates=33
promote,amt_lo,637,374,0.5871,221/339=65.2%,153/298=51.3%,yizi_today=62%_not_buyable | yizi_today=62.5% | yizi_next_all=28.6% | height{2:369;3:138;4:63;5:29;6:13;7:10;8:5;9:2;10:3;11:1;12:1;13:1;14:1;15:1} | themes=86 | dates=207
promote,boards_ge5 & NOT href_le1,50,29,0.5800,25/45=55.6%,4/5=80.0%,wins_are_yizi_next=52% | yizi_today=34.0% | yizi_next_all=30.0% | height{5:34;6:9;7:2;8:3;9:2} | themes=24 | dates=27
promote,NOT is_new_high & boards_ge5 & NOT href_le1,50,29,0.5800,25/45=55.6%,4/5=80.0%,wins_are_yizi_next=52% | yizi_today=34.0% | yizi_next_all=30.0% | height{5:34;6:9;7:2;8:3;9:2} | themes=24 | dates=27
promote,NOT is_mid_2_3 & NOT opened,207,120,0.5797,81/137=59.1%,39/70=55.7%,yizi_today=60%_not_buyable | wins_are_yizi_next=50% | yizi_today=60.4% | yizi_next_all=29.0% | height{4:109;5:44;6:19;7:12;8:8;9:4;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=43 | dates=121
promote,NOT is_mid_2_3 & unopened,207,120,0.5797,81/137=59.1%,39/70=55.7%,yizi_today=60%_not_buyable | wins_are_yizi_next=50% | yizi_today=60.4% | yizi_next_all=29.0% | height{4:109;5:44;6:19;7:12;8:8;9:4;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=43 | dates=121
promote,boards_ge5 & NOT is_fanbao & NOT href_le1,49,28,0.5714,25/45=55.6%,3/4=75.0%,wins_are_yizi_next=50% | yizi_today=32.7% | yizi_next_all=28.6% | height{5:33;6:9;7:2;8:3;9:2} | themes=24 | dates=26
promote,is_new_high & NOT opened & NOT own_baoliang,107,61,0.5701,31/44=70.5%,30/63=47.6%,yizi_today=62%_not_buyable | yizi_today=61.7% | yizi_next_all=27.1% | height{2:7;3:27;4:31;5:18;6:8;7:7;8:3;10:2;11:1;12:1;14:1;15:1} | themes=36 | dates=89
promote,to_lo,637,363,0.5699,221/339=65.2%,142/298=47.7%,yizi_today=67%_not_buyable | wins_are_yizi_next=50% | yizi_today=67.2% | yizi_next_all=28.6% | height{2:364;3:136;4:70;5:28;6:16;7:9;8:4;9:2;10:2;11:1;12:1;13:1;14:1;15:1;17:1} | themes=82 | dates=207
promote,NOT leader_absent & NOT is_new_high & boards_ge5,51,29,0.5686,24/45=53.3%,5/6=83.3%,wins_are_yizi_next=52% | yizi_today=35.3% | yizi_next_all=29.4% | height{5:34;6:9;7:3;8:3;9:2} | themes=26 | dates=29
promote,height_new_high & boards_ge5,44,25,0.5682,22/35=62.9%,3/9=33.3%,wins_are_yizi_next=56% | yizi_today=38.6% | yizi_next_all=31.8% | height{5:12;6:5;7:4;8:8;9:5;10:2;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1} | themes=15 | dates=22
promote,NOT leader_absent & is_new_high & NOT opened,67,38,0.5672,21/31=67.7%,17/36=47.2%,yizi_today=64%_not_buyable | wins_are_yizi_next=53% | yizi_today=64.2% | yizi_next_all=29.9% | height{3:3;4:13;5:17;6:9;7:9;8:6;9:2;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1} | themes=21 | dates=64
promote,is_new_high & theme_alive_own & NOT opened,125,70,0.5600,36/53=67.9%,34/72=47.2%,yizi_today=61%_not_buyable | yizi_today=60.8% | yizi_next_all=27.2% | height{2:6;3:29;4:34;5:20;6:10;7:8;8:5;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=32 | dates=103
promote,is_new_high & NOT opened,151,84,0.5563,44/68=64.7%,40/83=48.2%,yizi_today=61%_not_buyable | wins_are_yizi_next=50% | yizi_today=60.9% | yizi_next_all=27.8% | height{2:7;3:38;4:43;5:20;6:14;7:10;8:6;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=42 | dates=118
promote,is_new_high & unopened,151,84,0.5563,44/68=64.7%,40/83=48.2%,yizi_today=61%_not_buyable | wins_are_yizi_next=50% | yizi_today=60.9% | yizi_next_all=27.8% | height{2:7;3:38;4:43;5:20;6:14;7:10;8:6;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=42 | dates=118
promote,is_new_high & NOT opened & href_le1,151,84,0.5563,44/68=64.7%,40/83=48.2%,yizi_today=61%_not_buyable | wins_are_yizi_next=50% | yizi_today=60.9% | yizi_next_all=27.8% | height{2:7;3:38;4:43;5:20;6:14;7:10;8:6;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=42 | dates=118
promote,NOT leader_absent & NOT opened & own_baoliang,63,35,0.5556,24/38=63.2%,11/25=44.0%,yizi_today=51%_not_buyable | wins_are_yizi_next=51% | yizi_today=50.8% | yizi_next_all=28.6% | height{3:25;4:14;5:8;6:3;7:3;8:3;9:4;13:1;16:1;17:1} | themes=25 | dates=49
promote,is_new_high & NOT opened & NOT is_fanbao,146,81,0.5548,44/68=64.7%,37/78=47.4%,yizi_today=62%_not_buyable | wins_are_yizi_next=51% | yizi_today=62.3% | yizi_next_all=28.1% | height{2:7;3:37;4:41;5:18;6:14;7:10;8:6;9:2;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=41 | dates=115
promote,NOT leader_absent & NOT opened & href_le1,100,55,0.5500,32/50=64.0%,23/50=46.0%,yizi_today=58%_not_buyable | yizi_today=58.0% | yizi_next_all=27.0% | height{2:4;3:19;4:22;5:21;6:9;7:9;8:6;9:2;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1} | themes=31 | dates=76
promote,leader_absent & is_new_high & unopened,84,46,0.5476,23/37=62.2%,23/47=48.9%,yizi_today=58%_not_buyable | yizi_today=58.3% | yizi_next_all=26.2% | height{2:7;3:35;4:30;5:3;6:5;7:1;10:2;14:1} | themes=37 | dates=54
promote,leader_absent & is_new_high & NOT opened,84,46,0.5476,23/37=62.2%,23/47=48.9%,yizi_today=58%_not_buyable | yizi_today=58.3% | yizi_next_all=26.2% | height{2:7;3:35;4:30;5:3;6:5;7:1;10:2;14:1} | themes=37 | dates=54
promote,leader_absent & theme_alive_own & boards_ge5,42,23,0.5476,18/33=54.5%,5/9=55.6%,yizi_today=28.6% | yizi_next_all=16.7% | height{5:23;6:13;7:2;10:3;14:1} | themes=21 | dates=29
promote,boards_ge5 & NOT is_fanbao & NOT own_baoliang,118,64,0.5424,43/78=55.1%,21/40=52.5%,yizi_today=37.3% | yizi_next_all=22.9% | height{5:52;6:29;7:18;8:9;9:1;10:3;11:1;12:2;13:1;14:1;15:1} | themes=29 | dates=86
promote,boards_ge6,107,58,0.5421,43/75=57.3%,15/32=46.9%,yizi_today=39.3% | yizi_next_all=26.2% | height{6:46;7:25;8:15;9:5;10:4;11:2;12:2;13:2;14:2;15:1;16:1;17:1;18:1} | themes=24 | dates=86
promote,theme_alive_own & boards_ge5 & NOT own_baoliang,107,58,0.5421,41/71=57.7%,17/36=47.2%,yizi_today=39.3% | yizi_next_all=23.4% | height{5:49;6:25;7:16;8:8;10:3;11:1;12:2;13:1;14:1;15:1} | themes=27 | dates=79
promote,leader_absent & one_price_today & NOT theme_alive_own,37,20,0.5405,12/25=48.0%,8/12=66.7%,yizi_today=100%_not_buyable | wins_are_yizi_next=55% | yizi_today=100.0% | yizi_next_all=29.7% | height{2:21;3:8;4:7;6:1} | themes=21 | dates=31
promote,NOT is_new_high & boards_ge5,65,35,0.5385,30/57=52.6%,5/8=62.5%,yizi_today=32.3% | yizi_next_all=24.6% | height{5:47;6:10;7:3;8:3;9:2} | themes=29 | dates=38
promote,NOT is_new_high & NOT opened & own_baoliang,65,35,0.5385,24/43=55.8%,11/22=50.0%,yizi_today=47.7% | yizi_next_all=26.2% | height{3:38;4:17;5:8;9:2} | themes=25 | dates=57
promote,theme_alive_own & boards_ge5 & NOT is_fanbao,171,92,0.5380,67/118=56.8%,25/53=47.2%,yizi_today=35.1% | yizi_next_all=21.6% | height{5:78;6:40;7:22;8:12;9:4;10:4;11:2;12:2;13:2;14:2;15:1;16:1;17:1} | themes=33 | dates=114
promote,theme_alive_own & NOT opened & own_baoliang,93,50,0.5376,31/53=58.5%,19/40=47.5%,yizi_today=54%_not_buyable | wins_are_yizi_next=50% | yizi_today=53.8% | yizi_next_all=26.9% | height{3:39;4:25;5:10;6:5;7:2;8:3;9:4;10:1;13:1;14:1;16:1;17:1} | themes=27 | dates=76
promote,NOT opened & own_baoliang & href_le1,60,32,0.5333,20/35=57.1%,12/25=48.0%,yizi_today=57%_not_buyable | wins_are_yizi_next=53% | yizi_today=56.7% | yizi_next_all=28.3% | height{3:19;4:17;5:5;6:6;7:3;8:3;9:2;10:1;13:1;14:1;16:1;17:1} | themes=25 | dates=52
promote,leader_baoliang & boards_ge5,77,41,0.5325,28/50=56.0%,13/27=48.1%,yizi_today=35.1% | yizi_next_all=18.2% | height{5:37;6:17;7:8;8:6;9:2;10:1;11:1;13:1;14:1;16:1;17:1;18:1} | themes=27 | dates=53
promote,own_baoliang & NOT opened,109,58,0.5321,37/67=55.2%,21/42=50.0%,yizi_today=52%_not_buyable | wins_are_yizi_next=52% | yizi_today=52.3% | yizi_next_all=27.5% | height{3:49;4:29;5:10;6:6;7:3;8:3;9:4;10:1;13:1;14:1;16:1;17:1} | themes=35 | dates=84
promote,own_baoliang & unopened,109,58,0.5321,37/67=55.2%,21/42=50.0%,yizi_today=52%_not_buyable | wins_are_yizi_next=52% | yizi_today=52.3% | yizi_next_all=27.5% | height{3:49;4:29;5:10;6:6;7:3;8:3;9:4;10:1;13:1;14:1;16:1;17:1} | themes=35 | dates=84
promote,theme_alive_own & boards_ge5,175,93,0.5314,67/118=56.8%,26/57=45.6%,yizi_today=35.4% | yizi_next_all=21.7% | height{5:82;6:40;7:22;8:12;9:4;10:4;11:2;12:2;13:2;14:2;15:1;16:1;17:1} | themes=34 | dates=118
promote,NOT is_new_high & boards_ge5 & NOT is_fanbao,64,34,0.5312,30/57=52.6%,4/7=57.1%,yizi_today=31.2% | yizi_next_all=23.4% | height{5:46;6:10;7:3;8:3;9:2} | themes=29 | dates=37
promote,NOT leader_absent & boards_ge5 & NOT own_baoliang,98,52,0.5306,34/61=55.7%,18/37=48.6%,yizi_today=37.8% | yizi_next_all=23.5% | height{5:41;6:23;7:17;8:9;9:1;10:1;11:1;12:2;13:1;14:1;15:1} | themes=29 | dates=73
promote,NOT opened & own_baoliang & NOT href_le1,49,26,0.5306,17/32=53.1%,9/17=52.9%,wins_are_yizi_next=50% | yizi_today=46.9% | yizi_next_all=26.5% | height{3:30;4:12;5:5;9:2} | themes=25 | dates=44
